field_id	lba	start	end	length	profile_axis	profile	semantic_type	meaning	decode_rule	encode_rule	ownership	evolution_kind	producer_evidence	consumer_evidence	physical_evidence	implementation_provenance	code_symbol	test_symbol	semantic_status	implementation_status	behavior_test_status	ownership_test_symbol
lba3.manufacturer_metadata	3	000	1ff	512	lba3_metadata	zero	OpaquePreserve	All-zero manufacturer metadata.	EDP does not decode payload.	Preserve exact sector; never normalize.	owner	ProducerChanged	S-WIN-CURRENT;S-WIN-191141-LBA3	S-REPAIR-2021	P-GOLD-ENC	Manufacturer serializer is outside EDP boundary.	edpcli::protocol::lba3::parse_lba3	basic_behavior::opaque_sectors_preserve_every_byte_without_inventing_manufacturer_semantics	COMPLETE	COMPLETE	COMPLETE	protocol_field_catalog::field_catalog_has_exact_byte_ownership_for_every_profile_state
lba3.manufacturer_metadata	3	000	1ff	512	lba3_metadata	kingston-mp-a	OpaquePreserve	Manufacturer MP profile A.	EDP does not decode payload.	Preserve exact sector; never normalize.	owner	ProducerChanged	S-WIN-CURRENT;S-WIN-191141-LBA3	S-REPAIR-2021	P-GOLD-ENC	Manufacturer serializer is outside EDP boundary.	edpcli::protocol::lba3::parse_lba3	basic_behavior::basic_parsers_replay_all_committed_physical_gold	COMPLETE	COMPLETE	COMPLETE	protocol_field_catalog::field_catalog_has_exact_byte_ownership_for_every_profile_state
lba3.manufacturer_metadata	3	000	1ff	512	lba3_metadata	historical-mp-b	OpaquePreserve	Distinct historical MP profile B.	EDP does not decode payload.	Preserve exact sector; never normalize.	owner	ProducerChanged	S-WIN-CURRENT;S-WIN-191141-LBA3	S-REPAIR-2021	P-GOLD-ENC	Manufacturer serializer is outside EDP boundary.	edpcli::protocol::lba3::parse_lba3	basic_behavior::opaque_sectors_preserve_every_byte_without_inventing_manufacturer_semantics	COMPLETE	COMPLETE	COMPLETE	protocol_field_catalog::field_catalog_has_exact_byte_ownership_for_every_profile_state
lba4.onlyid_xor8	4	018	01b	4	lba4_encoding	post-xor	Scalar	OnlyIdXor8 guard	Apply official rolling reader; keep wire and reader flag views distinct.	Full rolling then post-XOR overwrite +0x45/+0x46 from node flags.	owner	EncodingChanged	S-WIN-CURRENT;S-WIN-191141;V-LBA4-V19	S-WIN-CURRENT;S-LINUX-DWARF;S-REPAIR-2021	P-GOLD-ENC;P-GOLD-NOPWD	Encoding composes independently with producer overlays.	planned:protocol::lba4::onlyid_xor8	UNIMPLEMENTED	COMPLETE	PLANNED	PLANNED	protocol_field_catalog::field_catalog_has_exact_byte_ownership_for_every_profile_state
lba4.second_key	4	01c	01f	4	lba4_encoding	post-xor	Scalar	OnllyID2Nd activation key seed	Apply official rolling reader; keep wire and reader flag views distinct.	Full rolling then post-XOR overwrite +0x45/+0x46 from node flags.	owner	EncodingChanged	S-WIN-CURRENT;S-WIN-191141;V-LBA4-V19	S-WIN-CURRENT;S-LINUX-DWARF;S-REPAIR-2021	P-GOLD-ENC;P-GOLD-NOPWD	Encoding composes independently with producer overlays.	planned:protocol::lba4::second_key	UNIMPLEMENTED	COMPLETE	PLANNED	PLANNED	protocol_field_catalog::field_catalog_has_exact_byte_ownership_for_every_profile_state
lba4.hserial	4	020	033	20	lba4_encoding	post-xor	CompatibilityField	HSerialCRC[5] vector	Apply official rolling reader; keep wire and reader flag views distinct.	Full rolling then post-XOR overwrite +0x45/+0x46 from node flags.	owner	EncodingChanged	S-WIN-CURRENT;S-WIN-191141;V-LBA4-V19	S-WIN-CURRENT;S-LINUX-DWARF;S-REPAIR-2021	P-GOLD-ENC;P-GOLD-NOPWD	Encoding composes independently with producer overlays.	planned:protocol::lba4::hserial	UNIMPLEMENTED	COMPLETE	PLANNED	PLANNED	protocol_field_catalog::field_catalog_has_exact_byte_ownership_for_every_profile_state
lba4.single_usb	4	034	034	1	lba4_encoding	post-xor	CompatibilityField	SingleUsbFlg	Apply official rolling reader; keep wire and reader flag views distinct.	Full rolling then post-XOR overwrite +0x45/+0x46 from node flags.	owner	EncodingChanged	S-WIN-CURRENT;S-WIN-191141;V-LBA4-V19	S-WIN-CURRENT;S-LINUX-DWARF;S-REPAIR-2021	P-GOLD-ENC;P-GOLD-NOPWD	Encoding composes independently with producer overlays.	planned:protocol::lba4::single_usb	UNIMPLEMENTED	COMPLETE	PLANNED	PLANNED	protocol_field_catalog::field_catalog_has_exact_byte_ownership_for_every_profile_state
lba4.my_hardinfo	4	035	038	4	lba4_encoding	post-xor	CompatibilityField	MyHardinfo mirror	Apply official rolling reader; keep wire and reader flag views distinct.	Full rolling then post-XOR overwrite +0x45/+0x46 from node flags.	owner	EncodingChanged	S-WIN-CURRENT;S-WIN-191141;V-LBA4-V19	S-WIN-CURRENT;S-LINUX-DWARF;S-REPAIR-2021	P-GOLD-ENC;P-GOLD-NOPWD	Encoding composes independently with producer overlays.	planned:protocol::lba4::my_hardinfo	UNIMPLEMENTED	COMPLETE	PLANNED	PLANNED	protocol_field_catalog::field_catalog_has_exact_byte_ownership_for_every_profile_state
lba4.new_lab_flag	4	039	03c	4	lba4_encoding	post-xor	Scalar	NewLabFlag LLGB	Apply official rolling reader; keep wire and reader flag views distinct.	Full rolling then post-XOR overwrite +0x45/+0x46 from node flags.	owner	EncodingChanged	S-WIN-CURRENT;S-WIN-191141;V-LBA4-V19	S-WIN-CURRENT;S-LINUX-DWARF;S-REPAIR-2021	P-GOLD-ENC;P-GOLD-NOPWD	Encoding composes independently with producer overlays.	planned:protocol::lba4::new_lab_flag	UNIMPLEMENTED	COMPLETE	PLANNED	PLANNED	protocol_field_catalog::field_catalog_has_exact_byte_ownership_for_every_profile_state
lba4.version	4	03d	040	4	lba4_encoding	post-xor	Scalar	Version 1	Apply official rolling reader; keep wire and reader flag views distinct.	Full rolling then post-XOR overwrite +0x45/+0x46 from node flags.	owner	EncodingChanged	S-WIN-CURRENT;S-WIN-191141;V-LBA4-V19	S-WIN-CURRENT;S-LINUX-DWARF;S-REPAIR-2021	P-GOLD-ENC;P-GOLD-NOPWD	Encoding composes independently with producer overlays.	planned:protocol::lba4::version	UNIMPLEMENTED	COMPLETE	PLANNED	PLANNED	protocol_field_catalog::field_catalog_has_exact_byte_ownership_for_every_profile_state
lba4.sector_tuple	4	041	044	4	lba4_encoding	post-xor	CompatibilityField	Sector tuple 08 04 0C 01	Apply official rolling reader; keep wire and reader flag views distinct.	Full rolling then post-XOR overwrite +0x45/+0x46 from node flags.	owner	EncodingChanged	S-WIN-CURRENT;S-WIN-191141;V-LBA4-V19	S-WIN-CURRENT;S-LINUX-DWARF;S-REPAIR-2021	P-GOLD-ENC;P-GOLD-NOPWD	Encoding composes independently with producer overlays.	planned:protocol::lba4::sector_tuple	UNIMPLEMENTED	COMPLETE	PLANNED	PLANNED	protocol_field_catalog::field_catalog_has_exact_byte_ownership_for_every_profile_state
lba4.data_to_server	4	045	045	1	lba4_encoding	post-xor	CompatibilityField	bDataToServer	Apply official rolling reader; keep wire and reader flag views distinct.	Full rolling then post-XOR overwrite +0x45/+0x46 from node flags.	owner	EncodingChanged	S-WIN-CURRENT;S-WIN-191141;V-LBA4-V19	S-WIN-CURRENT;S-LINUX-DWARF;S-REPAIR-2021	P-GOLD-ENC;P-GOLD-NOPWD	Encoding composes independently with producer overlays.	planned:protocol::lba4::data_to_server	UNIMPLEMENTED	COMPLETE	PLANNED	PLANNED	protocol_field_catalog::field_catalog_has_exact_byte_ownership_for_every_profile_state
lba4.connect_server	4	046	046	1	lba4_encoding	post-xor	CompatibilityField	bConnetServer	Apply official rolling reader; keep wire and reader flag views distinct.	Full rolling then post-XOR overwrite +0x45/+0x46 from node flags.	owner	EncodingChanged	S-WIN-CURRENT;S-WIN-191141;V-LBA4-V19	S-WIN-CURRENT;S-LINUX-DWARF;S-REPAIR-2021	P-GOLD-ENC;P-GOLD-NOPWD	Encoding composes independently with producer overlays.	planned:protocol::lba4::connect_server	UNIMPLEMENTED	COMPLETE	PLANNED	PLANNED	protocol_field_catalog::field_catalog_has_exact_byte_ownership_for_every_profile_state
lba4.representation_backing	4	047	1fb	437	lba4_encoding	post-xor	UnownedBacking	Representation carrier/backing	Apply official rolling reader; keep wire and reader flag views distinct.	Full rolling then post-XOR overwrite +0x45/+0x46 from node flags.	owner	EncodingChanged	S-WIN-CURRENT;S-WIN-191141;V-LBA4-V19	S-WIN-CURRENT;S-LINUX-DWARF;S-REPAIR-2021	P-GOLD-ENC;P-GOLD-NOPWD	Encoding composes independently with producer overlays.	planned:protocol::lba4::representation_backing	UNIMPLEMENTED	COMPLETE	PLANNED	PLANNED	protocol_field_catalog::field_catalog_has_exact_byte_ownership_for_every_profile_state
lba4.trailing_llgb	4	1fc	1ff	4	lba4_encoding	post-xor	Scalar	Trailing LLGB	Apply official rolling reader; keep wire and reader flag views distinct.	Full rolling then post-XOR overwrite +0x45/+0x46 from node flags.	owner	EncodingChanged	S-WIN-CURRENT;S-WIN-191141;V-LBA4-V19	S-WIN-CURRENT;S-LINUX-DWARF;S-REPAIR-2021	P-GOLD-ENC;P-GOLD-NOPWD	Encoding composes independently with producer overlays.	planned:protocol::lba4::trailing_llgb	UNIMPLEMENTED	COMPLETE	PLANNED	PLANNED	protocol_field_catalog::field_catalog_has_exact_byte_ownership_for_every_profile_state
lba4.onlyid_xor8	4	018	01b	4	lba4_encoding	ordinary-rolling	Scalar	OnlyIdXor8 guard	Apply official rolling reader; logical flags follow rolling-decoded view.	Serialize through ordinary rolling without post-XOR flag reinterpretation.	owner	EncodingChanged	S-WIN-CURRENT;S-WIN-191141;V-LBA4-V19	S-WIN-CURRENT;S-LINUX-DWARF;S-REPAIR-2021	P-GOLD-ENC;P-GOLD-NOPWD	Encoding composes independently with producer overlays.	planned:protocol::lba4::onlyid_xor8	UNIMPLEMENTED	COMPLETE	PLANNED	PLANNED	protocol_field_catalog::field_catalog_has_exact_byte_ownership_for_every_profile_state
lba4.second_key	4	01c	01f	4	lba4_encoding	ordinary-rolling	Scalar	OnllyID2Nd activation key seed	Apply official rolling reader; logical flags follow rolling-decoded view.	Serialize through ordinary rolling without post-XOR flag reinterpretation.	owner	EncodingChanged	S-WIN-CURRENT;S-WIN-191141;V-LBA4-V19	S-WIN-CURRENT;S-LINUX-DWARF;S-REPAIR-2021	P-GOLD-ENC;P-GOLD-NOPWD	Encoding composes independently with producer overlays.	planned:protocol::lba4::second_key	UNIMPLEMENTED	COMPLETE	PLANNED	PLANNED	protocol_field_catalog::field_catalog_has_exact_byte_ownership_for_every_profile_state
lba4.hserial	4	020	033	20	lba4_encoding	ordinary-rolling	CompatibilityField	HSerialCRC[5] vector	Apply official rolling reader; logical flags follow rolling-decoded view.	Serialize through ordinary rolling without post-XOR flag reinterpretation.	owner	EncodingChanged	S-WIN-CURRENT;S-WIN-191141;V-LBA4-V19	S-WIN-CURRENT;S-LINUX-DWARF;S-REPAIR-2021	P-GOLD-ENC;P-GOLD-NOPWD	Encoding composes independently with producer overlays.	planned:protocol::lba4::hserial	UNIMPLEMENTED	COMPLETE	PLANNED	PLANNED	protocol_field_catalog::field_catalog_has_exact_byte_ownership_for_every_profile_state
lba4.single_usb	4	034	034	1	lba4_encoding	ordinary-rolling	CompatibilityField	SingleUsbFlg	Apply official rolling reader; logical flags follow rolling-decoded view.	Serialize through ordinary rolling without post-XOR flag reinterpretation.	owner	EncodingChanged	S-WIN-CURRENT;S-WIN-191141;V-LBA4-V19	S-WIN-CURRENT;S-LINUX-DWARF;S-REPAIR-2021	P-GOLD-ENC;P-GOLD-NOPWD	Encoding composes independently with producer overlays.	planned:protocol::lba4::single_usb	UNIMPLEMENTED	COMPLETE	PLANNED	PLANNED	protocol_field_catalog::field_catalog_has_exact_byte_ownership_for_every_profile_state
lba4.my_hardinfo	4	035	038	4	lba4_encoding	ordinary-rolling	CompatibilityField	MyHardinfo mirror	Apply official rolling reader; logical flags follow rolling-decoded view.	Serialize through ordinary rolling without post-XOR flag reinterpretation.	owner	EncodingChanged	S-WIN-CURRENT;S-WIN-191141;V-LBA4-V19	S-WIN-CURRENT;S-LINUX-DWARF;S-REPAIR-2021	P-GOLD-ENC;P-GOLD-NOPWD	Encoding composes independently with producer overlays.	planned:protocol::lba4::my_hardinfo	UNIMPLEMENTED	COMPLETE	PLANNED	PLANNED	protocol_field_catalog::field_catalog_has_exact_byte_ownership_for_every_profile_state
lba4.new_lab_flag	4	039	03c	4	lba4_encoding	ordinary-rolling	Scalar	NewLabFlag LLGB	Apply official rolling reader; logical flags follow rolling-decoded view.	Serialize through ordinary rolling without post-XOR flag reinterpretation.	owner	EncodingChanged	S-WIN-CURRENT;S-WIN-191141;V-LBA4-V19	S-WIN-CURRENT;S-LINUX-DWARF;S-REPAIR-2021	P-GOLD-ENC;P-GOLD-NOPWD	Encoding composes independently with producer overlays.	planned:protocol::lba4::new_lab_flag	UNIMPLEMENTED	COMPLETE	PLANNED	PLANNED	protocol_field_catalog::field_catalog_has_exact_byte_ownership_for_every_profile_state
lba4.version	4	03d	040	4	lba4_encoding	ordinary-rolling	Scalar	Version 1	Apply official rolling reader; logical flags follow rolling-decoded view.	Serialize through ordinary rolling without post-XOR flag reinterpretation.	owner	EncodingChanged	S-WIN-CURRENT;S-WIN-191141;V-LBA4-V19	S-WIN-CURRENT;S-LINUX-DWARF;S-REPAIR-2021	P-GOLD-ENC;P-GOLD-NOPWD	Encoding composes independently with producer overlays.	planned:protocol::lba4::version	UNIMPLEMENTED	COMPLETE	PLANNED	PLANNED	protocol_field_catalog::field_catalog_has_exact_byte_ownership_for_every_profile_state
lba4.sector_tuple	4	041	044	4	lba4_encoding	ordinary-rolling	CompatibilityField	Sector tuple 08 04 0C 01	Apply official rolling reader; logical flags follow rolling-decoded view.	Serialize through ordinary rolling without post-XOR flag reinterpretation.	owner	EncodingChanged	S-WIN-CURRENT;S-WIN-191141;V-LBA4-V19	S-WIN-CURRENT;S-LINUX-DWARF;S-REPAIR-2021	P-GOLD-ENC;P-GOLD-NOPWD	Encoding composes independently with producer overlays.	planned:protocol::lba4::sector_tuple	UNIMPLEMENTED	COMPLETE	PLANNED	PLANNED	protocol_field_catalog::field_catalog_has_exact_byte_ownership_for_every_profile_state
lba4.data_to_server	4	045	045	1	lba4_encoding	ordinary-rolling	CompatibilityField	bDataToServer	Apply official rolling reader; logical flags follow rolling-decoded view.	Serialize through ordinary rolling without post-XOR flag reinterpretation.	owner	EncodingChanged	S-WIN-CURRENT;S-WIN-191141;V-LBA4-V19	S-WIN-CURRENT;S-LINUX-DWARF;S-REPAIR-2021	P-GOLD-ENC;P-GOLD-NOPWD	Encoding composes independently with producer overlays.	planned:protocol::lba4::data_to_server	UNIMPLEMENTED	COMPLETE	PLANNED	PLANNED	protocol_field_catalog::field_catalog_has_exact_byte_ownership_for_every_profile_state
lba4.connect_server	4	046	046	1	lba4_encoding	ordinary-rolling	CompatibilityField	bConnetServer	Apply official rolling reader; logical flags follow rolling-decoded view.	Serialize through ordinary rolling without post-XOR flag reinterpretation.	owner	EncodingChanged	S-WIN-CURRENT;S-WIN-191141;V-LBA4-V19	S-WIN-CURRENT;S-LINUX-DWARF;S-REPAIR-2021	P-GOLD-ENC;P-GOLD-NOPWD	Encoding composes independently with producer overlays.	planned:protocol::lba4::connect_server	UNIMPLEMENTED	COMPLETE	PLANNED	PLANNED	protocol_field_catalog::field_catalog_has_exact_byte_ownership_for_every_profile_state
lba4.representation_backing	4	047	1fb	437	lba4_encoding	ordinary-rolling	UnownedBacking	Representation carrier/backing	Apply official rolling reader; logical flags follow rolling-decoded view.	Serialize through ordinary rolling without post-XOR flag reinterpretation.	owner	EncodingChanged	S-WIN-CURRENT;S-WIN-191141;V-LBA4-V19	S-WIN-CURRENT;S-LINUX-DWARF;S-REPAIR-2021	P-GOLD-ENC;P-GOLD-NOPWD	Encoding composes independently with producer overlays.	planned:protocol::lba4::representation_backing	UNIMPLEMENTED	COMPLETE	PLANNED	PLANNED	protocol_field_catalog::field_catalog_has_exact_byte_ownership_for_every_profile_state
lba4.trailing_llgb	4	1fc	1ff	4	lba4_encoding	ordinary-rolling	Scalar	Trailing LLGB	Apply official rolling reader; logical flags follow rolling-decoded view.	Serialize through ordinary rolling without post-XOR flag reinterpretation.	owner	EncodingChanged	S-WIN-CURRENT;S-WIN-191141;V-LBA4-V19	S-WIN-CURRENT;S-LINUX-DWARF;S-REPAIR-2021	P-GOLD-ENC;P-GOLD-NOPWD	Encoding composes independently with producer overlays.	planned:protocol::lba4::trailing_llgb	UNIMPLEMENTED	COMPLETE	PLANNED	PLANNED	protocol_field_catalog::field_catalog_has_exact_byte_ownership_for_every_profile_state
lba6.dept_prefix	6	000	03e	63	dept_layout	short	CString	Short Dept C-string/backing.	Decode Dept only from LBA6 C-string.	Write short Dept; preserve LBA9 backing.	owner	OwnershipChanged	S-WIN-CURRENT;S-LINUX-DWARF;S-JOIN59-SEMANTIC	S-WIN-CURRENT;S-FILEOPHOOK-2022;S-JOIN59-SEMANTIC	P-GOLD-ENC	Historical join59 executable provenance is not required for wire semantics.	planned:protocol::lba6::dept_prefix	UNIMPLEMENTED	COMPLETE	PLANNED	PLANNED	protocol_field_catalog::field_catalog_has_exact_byte_ownership_for_every_profile_state
lba6.dept_seam	6	03f	03f	1	dept_layout	short	ProfileSelector	Byte63 post-NUL backing.	Decode Dept only from LBA6 C-string.	Write short Dept; preserve LBA9 backing.	owner	OwnershipChanged	S-WIN-CURRENT;S-LINUX-DWARF;S-JOIN59-SEMANTIC	S-WIN-CURRENT;S-FILEOPHOOK-2022;S-JOIN59-SEMANTIC	P-GOLD-ENC	Exact per-state byte role is closed.	planned:protocol::lba6::dept_seam	UNIMPLEMENTED	COMPLETE	PLANNED	PLANNED	protocol_field_catalog::field_catalog_has_exact_byte_ownership_for_every_profile_state
lba9.dept_continuation	9	080	0ff	128	dept_layout	short	UnownedBacking	Unused continuation backing.	Decode Dept only from LBA6 C-string.	Write short Dept; preserve LBA9 backing.	owner	OwnershipChanged	S-WIN-CURRENT;S-LINUX-DWARF;S-JOIN59-SEMANTIC	S-WIN-CURRENT;S-FILEOPHOOK-2022;S-JOIN59-SEMANTIC	P-GOLD-ENC	Post-NUL backing is not normalized.	planned:protocol::lba9::dept_continuation	UNIMPLEMENTED	COMPLETE	PLANNED	PLANNED	protocol_field_catalog::field_catalog_has_exact_byte_ownership_for_every_profile_state
lba6.dept_prefix	6	000	03e	63	dept_layout	join59	CString	Marker plus Dept[0..58].	Zero seam selects join59; overlay continuation at Dept[59].	Write NUL seam and continuation from Dept[59].	owner	OwnershipChanged	S-WIN-CURRENT;S-LINUX-DWARF;S-JOIN59-SEMANTIC	S-WIN-CURRENT;S-FILEOPHOOK-2022;S-JOIN59-SEMANTIC	P-GOLD-ENC	Historical join59 executable provenance is not required for wire semantics.	planned:protocol::lba6::dept_prefix	UNIMPLEMENTED	COMPLETE	PLANNED	PLANNED	protocol_field_catalog::field_catalog_has_exact_byte_ownership_for_every_profile_state
lba6.dept_seam	6	03f	03f	1	dept_layout	join59	ProfileSelector	Byte63 NUL seam.	Zero seam selects join59; overlay continuation at Dept[59].	Write NUL seam and continuation from Dept[59].	owner	OwnershipChanged	S-WIN-CURRENT;S-LINUX-DWARF;S-JOIN59-SEMANTIC	S-WIN-CURRENT;S-FILEOPHOOK-2022;S-JOIN59-SEMANTIC	P-GOLD-ENC	Exact per-state byte role is closed.	planned:protocol::lba6::dept_seam	UNIMPLEMENTED	COMPLETE	PLANNED	PLANNED	protocol_field_catalog::field_catalog_has_exact_byte_ownership_for_every_profile_state
lba9.dept_continuation	9	080	0ff	128	dept_layout	join59	CString	Continuation begins Dept[59].	Zero seam selects join59; overlay continuation at Dept[59].	Write NUL seam and continuation from Dept[59].	owner	OwnershipChanged	S-WIN-CURRENT;S-LINUX-DWARF;S-JOIN59-SEMANTIC	S-WIN-CURRENT;S-FILEOPHOOK-2022;S-JOIN59-SEMANTIC	P-GOLD-ENC	Post-NUL backing is not normalized.	planned:protocol::lba9::dept_continuation	UNIMPLEMENTED	COMPLETE	PLANNED	PLANNED	protocol_field_catalog::field_catalog_has_exact_byte_ownership_for_every_profile_state
lba6.dept_prefix	6	000	03e	63	dept_layout	join60	CString	Marker plus Dept[0..58].	Nonzero seam selects join60; append at Dept[60].	Write Dept[59] inline and continuation from Dept[60].	owner	OwnershipChanged	S-WIN-CURRENT;S-LINUX-DWARF;S-JOIN59-SEMANTIC	S-WIN-CURRENT;S-FILEOPHOOK-2022;S-JOIN59-SEMANTIC	P-GOLD-ENC	Historical join59 executable provenance is not required for wire semantics.	planned:protocol::lba6::dept_prefix	UNIMPLEMENTED	COMPLETE	PLANNED	PLANNED	protocol_field_catalog::field_catalog_has_exact_byte_ownership_for_every_profile_state
lba6.dept_seam	6	03f	03f	1	dept_layout	join60	ProfileSelector	Byte63 stores Dept[59].	Nonzero seam selects join60; append at Dept[60].	Write Dept[59] inline and continuation from Dept[60].	owner	OwnershipChanged	S-WIN-CURRENT;S-LINUX-DWARF;S-JOIN59-SEMANTIC	S-WIN-CURRENT;S-FILEOPHOOK-2022;S-JOIN59-SEMANTIC	P-GOLD-ENC	Exact per-state byte role is closed.	planned:protocol::lba6::dept_seam	UNIMPLEMENTED	COMPLETE	PLANNED	PLANNED	protocol_field_catalog::field_catalog_has_exact_byte_ownership_for_every_profile_state
lba9.dept_continuation	9	080	0ff	128	dept_layout	join60	CString	Continuation begins Dept[60].	Nonzero seam selects join60; append at Dept[60].	Write Dept[59] inline and continuation from Dept[60].	owner	OwnershipChanged	S-WIN-CURRENT;S-LINUX-DWARF;S-JOIN59-SEMANTIC	S-WIN-CURRENT;S-FILEOPHOOK-2022;S-JOIN59-SEMANTIC	P-GOLD-ENC	Post-NUL backing is not normalized.	planned:protocol::lba9::dept_continuation	UNIMPLEMENTED	COMPLETE	PLANNED	PLANNED	protocol_field_catalog::field_catalog_has_exact_byte_ownership_for_every_profile_state
lba6.mbr_underlay	6	1e0	1ed	14	lba6_mbr_underlay	zero-underlay	UnownedBacking	Post-NUL zero backing.	No independent business consumer.	Keep zero unless preserving legacy snapshot.	owner	OwnershipChanged	S-WIN-CURRENT;S-WIN-191141-LBA6;S-MBR-SNAPSHOT-SEMANTIC	S-WIN-CURRENT;S-WIN-191141-LBA6;S-MBR-SNAPSHOT-SEMANTIC	P-GOLD-ENC;P-GOLD-NOPWD;P-EESI-NETAC	Historical nonzero selector remains provenance only.	planned:protocol::lba6::mbr_underlay	UNIMPLEMENTED	COMPLETE	PLANNED	PLANNED	protocol_field_catalog::field_catalog_has_exact_byte_ownership_for_every_profile_state
lba6.mbr_underlay	6	1e0	1ed	14	lba6_mbr_underlay	legacy-mbr-snapshot	Snapshot	Surviving MBR entry3 bytes tied to LBA12 type4 geometry.	Decode fixed CHS/type prefix plus LE start/count formula.	Preserve existing snapshot; do not synthesize in current writes.	owner	OwnershipChanged	S-WIN-CURRENT;S-WIN-191141-LBA6;S-MBR-SNAPSHOT-SEMANTIC	S-WIN-CURRENT;S-WIN-191141-LBA6;S-MBR-SNAPSHOT-SEMANTIC	P-GOLD-ENC;P-EESI-NETAC	Historical nonzero copy site remains provenance only.	planned:protocol::lba6::mbr_underlay	UNIMPLEMENTED	COMPLETE	PLANNED	PLANNED	protocol_field_catalog::field_catalog_has_exact_byte_ownership_for_every_profile_state
lba7.entry2	7	080	0bf	64	lba7_entry_count	two-entry	CompatibilityField	Absent/zero entry2.	Treat entry2 as absent.	Keep entry2 unused.	owner	AddedRemoved	S-WIN-CURRENT;S-LINUX-DWARF	S-WIN-CURRENT;S-LINUX-DWARF	P-GOLD-ENC;P-GOLD-NOPWD	Entry count is independent from pass-info version.	planned:protocol::lba7::entry2	UNIMPLEMENTED	COMPLETE	PLANNED	PLANNED	protocol_field_catalog::field_catalog_has_exact_byte_ownership_for_every_profile_state
lba7.entry2	7	080	0bf	64	lba7_entry_count	three-entry	PackedStruct	Present packed EDPF entry2.	Decode packed 64-byte entry2.	Serialize entry2.	owner	AddedRemoved	S-WIN-CURRENT;S-LINUX-DWARF	S-WIN-CURRENT;S-LINUX-DWARF	P-GOLD-ENC;P-GOLD-NOPWD	Entry count is independent from pass-info version.	planned:protocol::lba7::entry2	UNIMPLEMENTED	COMPLETE	PLANNED	PLANNED	protocol_field_catalog::field_catalog_has_exact_byte_ownership_for_every_profile_state
lba7.pass_info	7	0c0	0cd	14	lba7_passinfo_version	legacy-v0064	PackedStruct	14-byte LBA7 pass-info legacy-v0064.	Decode named pass-info fields; dormant period units remain uninterpreted.	Serialize selected pass-info version and preserve named dormant bytes.	owner	ProducerChanged	S-WIN-CURRENT;S-LINUX-DWARF	S-WIN-CURRENT;S-LINUX-DWARF	P-GOLD-ENC;P-GOLD-NOPWD	Independent from entry count.	planned:protocol::lba7::pass_info	UNIMPLEMENTED	COMPLETE	PLANNED	PLANNED	protocol_field_catalog::field_catalog_has_exact_byte_ownership_for_every_profile_state
lba7.pass_info	7	0c0	0cd	14	lba7_passinfo_version	current-v0206	PackedStruct	14-byte LBA7 pass-info current-v0206.	Decode named pass-info fields; dormant period units remain uninterpreted.	Serialize selected pass-info version and preserve named dormant bytes.	owner	ProducerChanged	S-WIN-CURRENT;S-LINUX-DWARF	S-WIN-CURRENT;S-LINUX-DWARF	P-GOLD-ENC;P-GOLD-NOPWD	Independent from entry count.	planned:protocol::lba7::pass_info	UNIMPLEMENTED	COMPLETE	PLANNED	PLANNED	protocol_field_catalog::field_catalog_has_exact_byte_ownership_for_every_profile_state
lba8.usb_only_info	8	01e	02d	16	lba8_usb_only_info	current	CompatibilityField	Current main-onlyid text + zero DWORD.	Decode selected compatibility representation; no behavior branch.	Serialize selected representation without coupling other axes.	owner	ProducerChanged	S-WIN-CURRENT;S-WIN-191141	S-WIN-CURRENT;S-WIN-191141;S-LINUX-DWARF	P-GOLD-ENC	Producer generation kept separate from representation.	planned:protocol::lba8::usb_only_info	UNIMPLEMENTED	COMPLETE	PLANNED	PLANNED	protocol_field_catalog::field_catalog_has_exact_byte_ownership_for_every_profile_state
lba8.usb_only_info	8	01e	02d	16	lba8_usb_only_info	transitional-2019	CompatibilityField	Transitional text + host-hardinfo DWORD.	Decode selected compatibility representation; no behavior branch.	Serialize selected representation without coupling other axes.	owner	ProducerChanged	S-WIN-CURRENT;S-WIN-191141	S-WIN-CURRENT;S-WIN-191141;S-LINUX-DWARF	P-GOLD-ENC	Producer generation kept separate from representation.	planned:protocol::lba8::usb_only_info	UNIMPLEMENTED	COMPLETE	PLANNED	PLANNED	protocol_field_catalog::field_catalog_has_exact_byte_ownership_for_every_profile_state
lba8.usb_only_info	8	01e	02d	16	lba8_usb_only_info	strict-legacy-absent	CompatibilityField	Strict legacy absent/zero slot.	Decode selected compatibility representation; no behavior branch.	Serialize selected representation without coupling other axes.	owner	ProducerChanged	S-WIN-CURRENT;S-WIN-191141	S-WIN-CURRENT;S-WIN-191141;S-LINUX-DWARF	P-GOLD-ENC	Producer generation kept separate from representation.	planned:protocol::lba8::usb_only_info	UNIMPLEMENTED	COMPLETE	PLANNED	PLANNED	protocol_field_catalog::field_catalog_has_exact_byte_ownership_for_every_profile_state
lba9.eetu	9	000	07f	128	lba9_eetu	absent-zero	CompatibilityField	Absent EETU/zero state.	No temp-use semantics without EETU magic.	Preserve absent state.	owner	AddedRemoved	S-WIN-CURRENT	S-WIN-CURRENT;S-LINUX-DWARF	P-GOLD-ENC	Independent from upper overlays.	planned:protocol::lba9::eetu	UNIMPLEMENTED	COMPLETE	PLANNED	PLANNED	protocol_field_catalog::field_catalog_has_exact_byte_ownership_for_every_profile_state
